Provider State,Provider County Name,Average Number of Residents per Day
MO,Howell,78.8
MO,Buchanan,71.1
MO,Franklin,77.1
MO,St. Louis,75
MO,Jackson,100.9
MO,Franklin,63.9
MO,St. Louis,57.6
MO,St. Louis,97.9
MO,St. Louis,66.1
MO,Henry,40.3
MO,St. Francois,73.3
MO,Cass,67
MO,St. Louis City,57.6
MO,St. Louis,54.4
MO,Clinton,38.4
MO,Nodaway,54.2
MO,Jackson,87.2
MO,Clay,59.8
MO,Lafayette,102.8
MO,Cape Girardeau,195.5
MO,Lewis,52.3
MO,Cooper,40.8
MO,Cass,80.1
MO,Carter,41.2
MO,Osage,44.3
MO,St. Louis,79.4
MO,Stoddard,56.8
MO,Shannon,39.1
MO,Jefferson,95.9
MO,Pulaski,66.3
MO,Franklin,41.9
MO,Jackson,43.2
MO,St. Louis City,78.6
MO,Platte,119.1
MO,Polk,94.7
MO,Stoddard,24.8
MO,Cape Girardeau,29.3
MO,Dunklin,30.6
MO,Boone,41.8
MO,Scott,80.9
MO,St. Francois,61
MO,Franklin,103.6
MO,St. Louis City,65.1
MO,Taney,60.3
MO,Greene,78
MO,Jefferson,97.3
MO,Moniteau,27.5
MO,Montgomery,42.3
MO,Howell,93.2
MO,Jefferson,107.6
MO,St. Louis,59.9
MO,Jackson,42.1
MO,Linn,97.1
MO,Wright,54.2
MO,Randolph,48.8
MO,New Madrid,53.6
MO,Barry,56.9
MO,Taney,82.3
MO,Howell,78.1
MO,St. Louis,43.7
MO,Franklin,72.3
MO,Wayne,59.2
MO,St. Louis,99.9
MO,Pulaski,34.5
MO,Pike,39.3
MO,Lafayette,41.6
MO,Ralls,56.5
MO,Jackson,47.9
MO,St. Louis City,71.5
MO,Laclede,73.5
MO,Camden,6.7
MO,Jefferson,71.4
MO,St. Clair,46.1
MO,Lincoln,64.6
MO,Callaway,29.5
MO,Clay,84.8
MO,Cape Girardeau,63.2
MO,St. Louis,63.5
MO,Franklin,14.4
MO,Butler,61.9
MO,Cedar,65.1
MO,Mc Donald,64.2
MO,Butler,64.7
MO,Stoddard,21.3
MO,Lawrence,40.6
MO,Greene,46.8
MO,Jackson,36.9
MO,St. Louis,72.7
MO,Barry,46.2
MO,Marion,52.4
MO,Jackson,59.5
MO,Christian,72.2
MO,Cedar,78.7
MO,Newton,43.7
MO,Marion,167.8
MO,Texas,52.9
MO,Dallas,41.2
MO,Reynolds,36.3
MO,Greene,85.9
MO,Lewis,30.4
MO,Greene,97.8
MO,Cass,106.6
MO,Greene,98.3
MO,Scott,51.3
MO,Livingston,34.7
MO,Audrain,59.5
MO,Cole,32.7
MO,Clark,57.6
MO,St. Louis,132.8
MO,Ste. Genevieve,53.5
MO,Newton,51.2
MO,Scott,54.9
MO,Vernon,50.4
MO,Wright,39
MO,Franklin,55.1
MO,Stoddard,34.2
MO,Boone,92.1
MO,St. Louis City,117.2
MO,Lafayette,26.2
MO,Cape Girardeau,65.7
MO,Ripley,42.6
MO,Gentry,44.6
MO,Saline,30.8
MO,Jefferson,72.2
MO,Jackson,83.2
MO,Jackson,22.6
MO,Madison,70
MO,Washington,77.5
MO,Howard,30.6
MO,St. Charles,42.2
MO,Polk,68.4
MO,Webster,56.6
MO,Dent,43.7
MO,Cooper,56.6
MO,St. Louis,91
MO,St. Louis City,211.5
MO,Chariton,116.5
MO,Morgan,73.7
MO,Cole,88.8
MO,Dunklin,40.9
MO,Jackson,86.7
MO,St. Louis,101.9
MO,Howard,35.4
MO,Randolph,68
MO,Atchison,29.1
MO,Barry,69
MO,St. Louis,49.1
MO,Polk,99.8
MO,Gasconade,57.9
MO,Wayne,50.2
MO,Scott,36.3
MO,New Madrid,55.2
MO,Stoddard,19.5
MO,Mississippi,23.8
MO,Stoddard,49.2
MO,Bollinger,85.2
MO,Crawford,38.6
MO,Miller,55.5
MO,Butler,66.3
MO,New Madrid,62.4
MO,Vernon,32.7
MO,Greene,69.8
MO,Madison,72.2
MO,Bates,58.2
MO,Cass,70.5
MO,Benton,74.8
MO,Greene,71
MO,Dade,56.5
MO,Polk,41.4
MO,Marion,49
MO,Webster,51.4
MO,St. Louis,21
MO,Jackson,57.8
MO,Phelps,22.9
MO,Callaway,20.8
MO,Iron,55.8
MO,St. Francois,67.8
MO,St. Louis City,124.3
MO,St. Louis,52.3
MO,St. Charles,79.6
MO,Monroe,74.6
MO,Nodaway,35.8
MO,Wright,27
MO,Lawrence,57.6
MO,Jackson,78.4
MO,Jackson,111.1
MO,Chariton,44.2
MO,Shelby,32.1
MO,St. Louis,103.9
MO,Taney,84.4
MO,Saline,47.6
MO,St. Louis,111.9
MO,Webster,34.9
MO,Dunklin,29.8
MO,St. Louis City,64
MO,Lincoln,52.6
MO,Scott,31.1
MO,Jasper,61.8
MO,Boone,58.7
MO,Jefferson,83.9
MO,Livingston,47.5
MO,Montgomery,58.3
MO,St. Louis,23.8
MO,Holt,32.2
MO,Texas,32.7
MO,Clinton,57.7
MO,Barry,37.1
MO,St. Louis,78.5
MO,Jackson,55.6
MO,Audrain,68
MO,Boone,19.7
MO,Nodaway,31.2
MO,Linn,36.2
MO,Johnson,54.3
MO,Lewis,48.2
MO,Cass,93.5
MO,Moniteau,22.9
MO,Jasper,34.9
MO,Gasconade,54.8
MO,Crawford,69.4
MO,Jefferson,81.1
MO,Morgan,43
MO,Greene,64
MO,Buchanan,73.9
MO,Jasper,65
MO,Callaway,49
MO,Greene,90.6
MO,Caldwell,54.9
MO,Ray,42.1
MO,Lafayette,51.6
MO,St. Louis City,66.9
MO,Johnson,52.5
MO,Gasconade,73.2
MO,St. Louis City,71.3
MO,St. Francois,84
MO,Miller,59.7
MO,Dunklin,65
MO,Mississippi,45.3
MO,Clay,69.1
MO,St. Louis,60.1
MO,Washington,52.8
MO,Jackson,55.4
MO,Henry,44.2
MO,Saline,70.5
MO,Marion,45.2
MO,Jackson,101.7
MO,Shelby,60.4
MO,Platte,57.6
MO,Platte,126.6
MO,Clinton,67.7
MO,St. Louis City,114.7
MO,Jackson,121.4
MO,St. Francois,118.2
MO,Lincoln,116.2
MO,St. Louis,157.1
MO,Perry,84.5
MO,Dade,62.5
MO,Carroll,32.8
MO,Boone,26.4
MO,Ray,116.2
MO,St. Louis,53.3
MO,Jackson,60.7
MO,St. Louis,135.6
MO,St. Louis,
MO,Miller,54.1
MO,Jefferson,44.7
MO,Grundy,67.9
MO,Cape Girardeau,47.1
MO,St. Louis City,70
MO,Caldwell,38.4
MO,St. Louis,59.9
MO,St. Louis,92.2
MO,Jackson,112.6
MO,Jackson,153.9
MO,Daviess,39.7
MO,Grundy,79
MO,Greene,90.8
MO,St. Louis,56.6
MO,St. Louis,59.4
MO,St. Francois,63.9
MO,St. Louis,33.3
MO,St. Louis,86.4
MO,Morgan,65.7
MO,Cooper,38.1
MO,Johnson,32.6
MO,Pike,46.7
MO,Clinton,49.2
MO,Ste. Genevieve,91.5
MO,Atchison,37.4
MO,De Kalb,46.1
MO,Holt,39.5
MO,Cape Girardeau,38.7
MO,Moniteau,56.4
MO,Greene,89.6
MO,St. Louis City,64.5
MO,Lawrence,47.2
MO,Christian,62.1
MO,Buchanan,84.4
MO,Pulaski,32.1
MO,St. Louis,94.7
MO,St. Louis,77.4
MO,Jackson,74.9
MO,Jackson,70.1
MO,Callaway,33.6
MO,Benton,58.7
MO,Buchanan,56.1
MO,Knox,39.8
MO,St. Louis,168.9
MO,Lafayette,74.7
MO,St. Louis,108.6
MO,St. Charles,65.5
MO,Jackson,48.7
MO,Jackson,43.2
MO,Benton,47.1
MO,Pemiscot,62.1
MO,Jefferson,48
MO,Worth,28.8
MO,St. Louis,44.1
MO,St. Louis,9.1
MO,Osage,53.2
MO,Boone,39.2
MO,Miller,41.9
MO,Bates,36
MO,Cass,91.8
MO,St. Charles,53.7
MO,Buchanan,58.6
MO,Livingston,57.5
MO,Jackson,227.4
MO,Andrew,83.1
MO,Scotland,38.1
MO,St. Louis,14.4
MO,St. Charles,115.4
MO,Macon,40.1
MO,Cole,25.3
MO,Jackson,50.2
MO,Mercer,48.7
MO,Johnson,42.9
MO,St. Francois,89
MO,Greene,82.1
MO,Clinton,68.7
MO,Cooper,45.6
MO,Jackson,32.5
MO,Cass,76.6
MO,Greene,86.8
MO,St. Louis,31.7
MO,Harrison,63.3
MO,St. Louis,17.5
MO,Cole,50.2
MO,Livingston,47.7
MO,Greene,84.4
MO,Schuyler,37.2
MO,St. Louis City,43.6
MO,Cole,22
MO,Jackson,99.7
MO,Clay,66.1
MO,Jackson,153.4
MO,St. Louis,134
MO,St. Charles,107.5
MO,Lincoln,49
MO,Putnam,55
MO,Buchanan,71.4
MO,St. Louis City,53.8
MO,Perry,93
MO,St. Louis,62.5
MO,Dunklin,143.6
MO,St. Louis,46.7
MO,St. Louis,102.3
MO,Greene,65.3
MO,Nodaway,30.7
MO,Cole,27.5
MO,St. Louis,49.4
MO,St. Charles,47.7
MO,Boone,62.7
MO,St. Louis,34.5
MO,St. Louis,45.4
MO,St. Clair,26.3
MO,Phelps,74.7
MO,Jackson,158.4
MO,Andrew,39.9
MO,Greene,43.7
MO,Jasper,90.3
MO,St. Louis,58.4
MO,Jackson,66
MO,Phelps,92.5
MO,Buchanan,58
MO,Jasper,69.1
MO,Pettis,45.7
MO,Clay,35.8
MO,Pettis,60.8
MO,Clay,81.9
MO,Pettis,52.3
MO,New Madrid,62.4
MO,St. Charles,53.8
MO,Cass,51.7
MO,New Madrid,43.7
MO,Platte,102
MO,Jackson,48.1
MO,Greene,98.9
MO,Crawford,46.8
MO,Clay,37.4
MO,Boone,52.5
MO,Clay,38.7
MO,Clay,83.1
MO,Greene,32.3
MO,Platte,76.1
MO,Franklin,46.1
MO,Stoddard,34.8
MO,St. Charles,51.2
MO,Camden,24.8
MO,Jasper,72.9
MO,Webster,55.4
MO,St. Louis City,15.6
MO,Jackson,
MO,St. Charles,
MO,Dent,46.2
MO,Vernon,39.3
MO,Jackson,46
MO,Jackson,60.4
MO,Pettis,112.2
MO,Dent,16.3
MO,Jackson,15.6
MO,Pemiscot,21.9
MO,St. Louis City,8.1
MO,St. Louis,33.4
MO,Jackson,56.2
MO,Johnson,59.9
MT,Cascade,124.6
MT,Yellowstone,80.9
MT,Fergus,30.3
MT,Yellowstone,118.8
MT,Flathead,65.6
MT,Cascade,142.3
MT,Missoula,63.5
MT,Yellowstone,91.4
MT,Cascade,94.2
MT,Missoula,31.6
MT,Lincoln,80.5
MT,Missoula,146.3
MT,Lewis And Clark,29.5
MT,Park,45.4
MT,Lake,49.1
MT,Carbon,40.9
MT,Jefferson,59.1
MT,Silver Bow,64.1
MT,Toole,20.4
MT,Fergus,41.1
MT,Deer Lodge,15
MT,Gallatin,53.5
MT,Dawson,32.7
MT,Sanders,31.7
MT,Sheridan,28.8
MT,Rosebud,23.9
MT,Roosevelt,45.1
MT,Wibaux,29.2
MT,Lewis And Clark,53.5
MT,Custer,40.7
MT,Lincoln,31.8
MT,Powder River,22.1
MT,Stillwater,36.6
MT,Valley,59.6
MT,Lake,37.3
MT,Flathead,50
MT,Flathead,84
MT,Ravalli,42
MT,Silver Bow,51.3
MT,Glacier,26.6
MT,Custer,43.3
MT,Sanders,26.9
MT,Flathead,91.5
MT,Yellowstone,55.3
MT,Hill,69.3
MT,Lewis And Clark,32.7
MT,Gallatin,38.4
MT,Pondera,46.1
MT,Yellowstone,79.2
MT,Richland,48.3
MT,Silver Bow,52.9
MT,Yellowstone,43.5
MT,Beaverhead,52.1
MT,Ravalli,34.6
MT,Missoula,56.2
MT,Blaine,35.6
MT,Flathead,90
MT,Big Horn,30.4
MT,Phillips,37.2
MT,Flathead,62.9
MT,Glacier,18.6
MT,Powell,45
MT,Ravalli,36.8
MT,Madison,22.8
MT,Yellowstone,67.8
MT,Dawson,63.8
MT,Madison,20.9
MT,Lake,17.8
MT,Big Horn,21.3
MT,Fergus,75.6
NE,Lancaster,88.6
NE,Lancaster,110.9
NE,Douglas,191.2
NE,Lancaster,7.2
NE,Lancaster,96.3
NE,Douglas,123.7
NE,Richardson,40.2
NE,Lancaster,159
NE,Douglas,77.3
NE,Douglas,76.6
NE,Polk,31.9
NE,Box Butte,47.8
NE,Gage,37.1
NE,Lancaster,77.8
NE,Phelps,76.6
NE,Scott Bluff,86.7
NE,Adams,68.1
NE,Cedar,28.5
NE,Butler,54.3
NE,Dakota,39.8
NE,Douglas,141
NE,Red Willow,64.8
NE,Hall,17.1
NE,Dakota,36.8
NE,Lincoln,85.5
NE,Douglas,96.8
NE,Hall,63.1
NE,Cedar,22.1
NE,Madison,83.6
NE,Keith,35.9
NE,Platte,79.8
NE,Dawson,54.3
NE,Lincoln,44
NE,Scott Bluff,84
NE,Franklin,25.8
NE,Douglas,60.1
NE,Douglas,75.3
NE,Stanton,58.2
NE,Cass,79.6
NE,Hall,58.1
NE,Holt,43.8
NE,Otoe,50.6
NE,Nemaha,60.9
NE,Richardson,59.9
NE,Nance,58
NE,Colfax,38.2
NE,Douglas,47.9
NE,Burt,31.2
NE,Dodge,74.8
NE,Antelope,36.1
NE,Otoe,42.3
NE,Douglas,80.9
NE,Gage,62.2
NE,York,93.2
NE,Sarpy,119.4
NE,Douglas,62.7
NE,Wayne,43.2
NE,Douglas,74.6
NE,Otoe,39.9
NE,Pierce,45.8
NE,Saunders,71
NE,Lincoln,44.6
NE,Lancaster,44
NE,Webster,34.8
NE,Sarpy,49.4
NE,Merrick,59.8
NE,Washington,49.6
NE,Douglas,131.9
NE,Dawes,28.2
NE,Cuming,35
NE,Knox,34.7
NE,Pawnee,26.4
NE,Dawson,30.4
NE,Madison,54.7
NE,Dawson,36.5
NE,Lancaster,48.1
NE,Lincoln,62.1
NE,Adams,46
NE,Saline,42.7
NE,Douglas,62.7
NE,Furnas,27.9
NE,Cherry,25.8
NE,Holt,37.1
NE,Cedar,23.2
NE,Boyd,19.4
NE,Cedar,32.4
NE,Harlan,36.8
NE,Thurston,32.2
NE,Nuckolls,43.5
NE,Buffalo,40.3
NE,Knox,33.5
NE,Dixon,36.9
NE,Buffalo,39.5
NE,Polk,32.4
NE,Boone,53.9
NE,Custer,24.4
NE,Boone,36.2
NE,Buffalo,35.9
NE,Gage,67.5
NE,Cuming,25.4
NE,Fillmore,35.1
NE,Madison,56
NE,Madison,41.8
NE,Dixon,22.5
NE,Washington,53
NE,Sheridan,44.2
NE,Madison,30.7
NE,Gosper,32.3
NE,Buffalo,61.6
NE,Douglas,36.6
NE,Lancaster,97.9
NE,Chase,33.3
NE,Hall,49.6
NE,Dakota,34.9
NE,Morrill,35.9
NE,Webster,32.5
NE,Howard,52.3
NE,Sherman,47.1
NE,Dodge,38.4
NE,Fillmore,57.3
NE,Saunders,73.9
NE,Seward,63
NE,Dodge,36.4
NE,Johnson,43.1
NE,Douglas,59.7
NE,Douglas,55.8
NE,Douglas,58.4
NE,Dundy,21.9
NE,Douglas,117.7
NE,Dodge,35.6
NE,Holt,22.1
NE,Phelps,63.3
NE,Richardson,22.8
NE,Butler,54.9
NE,Dawes,23.8
NE,Chase,34.7
NE,Hitchcock,24.9
NE,Buffalo,43.4
NE,Kimball,42.5
NE,Garfield,58.5
NE,Phelps,17.1
NE,Thayer,52.9
NE,Morrill,39
NE,Thayer,18.5
NE,Jefferson,58.1
NE,Hamilton,42.3
NE,Lancaster,64.3
NE,Cass,46.5
NE,Sarpy,76.5
NE,Furnas,23.4
NE,Kearney,57.4
NE,Scott Bluff,52.2
NE,Clay,28.9
NE,Pierce,27.8
NE,Douglas,29.5
NE,Lancaster,212.8
NE,Douglas,117.3
NE,Clay,24.6
NE,Dodge,76.1
NE,Seward,69.2
NE,Douglas,34
NE,Burt,40.7
NE,Jefferson,33.8
NE,Saline,33.4
NE,Knox,44.4
NE,Hall,44.2
NE,Greeley,19.7
NE,Scott Bluff,38.7
NE,Lancaster,42.7
NE,Douglas,33.8
NE,Cheyenne,46.1
NE,Platte,63.8
NE,Merrick,27.4
NE,Sarpy,36.8
NE,Valley,24.6
NE,Saunders,52.3
NE,Custer,45.5
NE,Brown,20.6
NE,Lancaster,21.3
NE,Lancaster,51.6
NE,Douglas,28.5
NE,Cuming,39.7
NE,Rock,17.7
NE,Buffalo,27.8
NE,Douglas,100.4
NE,Thurston,14.8
NE,York,38.5
NE,Hooker,22.3
NE,Garden,25.4
NE,Hamilton,38.4
NE,Perkins,18.8
NE,Sheridan,22.5
NE,Nance,36
NE,Sarpy,88
NE,Sheridan,36.7
NE,Box Butte,21.4
NV,Pershing,23.6
NV,Mineral,22.4
NV,Clark,72.1
NV,Clark,121.1
NV,Lyon,30.5
NV,Clark,100.1
NV,Washoe,70.2
NV,Clark,61.8
NV,Carson City,49.3
NV,Humboldt,37.7
NV,Lincoln,13.2
NV,White Pine,30.3
NV,Clark,128.8
NV,Clark,208.9
NV,Clark,65.9
NV,Clark,119.3
NV,Washoe,74.1
NV,Washoe,104.6
NV,Clark,87.3
NV,Clark,37.6
NV,Clark,1
NV,Washoe,102.7
NV,Clark,142.6
NV,Clark,80.6
NV,Lander,22.3
NV,Clark,125.4
NV,Carson City,92.8
NV,Clark,54.5
NV,Clark,143.9
NV,Clark,188.7
NV,Clark,112.3
NV,Clark,189.7
NV,Nye,75.2
NV,Clark,65.8
NV,Washoe,149.5
NV,Elko,78.1
NV,Carson City,129.7
NV,Clark,77.6
NV,Clark,145.7
NV,Douglas,49
NV,Clark,72.1
NV,Clark,33.7
NV,Churchill,61
NV,Clark,48.8
NV,Clark,67.1
NV,Washoe,85.6
NV,Clark,93.5
NV,Clark,28.4
NV,Clark,22
NV,Clark,35.1
NV,Clark,81.5
NV,Clark,132
NV,Clark,147.3
NV,Washoe,41.8
NV,Clark,23.7
NV,Clark,36.6
NV,Clark,89.8
NV,Washoe,28.8
NV,Clark,32.2
NV,Washoe,15.2
NV,Carson City,56.4
NV,Washoe,69.4
NV,Clark,27.7
NV,Clark,29.3
NV,Clark,10.8
NV,Clark,135.2
NH,Hillsborough,155
NH,Hillsborough,104.9
NH,Merrimack,53.7
NH,Strafford,88.3
NH,Grafton,76.3
NH,Rockingham,85.3
NH,Strafford,85.3
NH,Hillsborough,95.9
NH,Hillsborough,61.7
NH,Hillsborough,53.3
NH,Rockingham,75.6
NH,Belknap,114.5
NH,Sullivan,61.8
NH,Rockingham,28.5
NH,Belknap,67.5
NH,Merrimack,153
NH,Rockingham,147
NH,Strafford,179.4
NH,Hillsborough,241.1
NH,Rockingham,57.3
NH,Grafton,100.6
NH,Cheshire,94.5
NH,Hillsborough,96.1
NH,Grafton,111.9
NH,Cheshire,114.6
NH,Rockingham,90.6
NH,Merrimack,245.9
NH,Hillsborough,54.6
NH,Rockingham,71.3
NH,Hillsborough,91.3
NH,Hillsborough,111.9
NH,Hillsborough,57.9
NH,Cheshire,62.4
NH,Merrimack,33.2
NH,Rockingham,66.8
NH,Cheshire,63.8
NH,Coos,60.6
NH,Hillsborough,97.2
NH,Hillsborough,45.2
NH,Strafford,44.6
NH,Belknap,46.1
NH,Hillsborough,43.3
NH,Cheshire,47.6
NH,Hillsborough,33.8
NH,Merrimack,67.2
NH,Coos,74.1
NH,Grafton,59
NH,Merrimack,74.3
NH,Hillsborough,95.2
NH,Merrimack,87.5
NH,Strafford,65.5
NH,Rockingham,87.4
NH,Carroll,80.6
NH,Carroll,62.8
NH,Cheshire,19.5
NH,Hillsborough,58.3
NH,Carroll,91
NH,Hillsborough,21.3
NH,Strafford,23.2
NH,Rockingham,38.2
NH,Hillsborough,25.9
NH,Sullivan,128.4
NH,Coos,53.2
NH,Rockingham,40
NH,Hillsborough,30.5
NH,Sullivan,48
NH,Rockingham,39.3
NH,Hillsborough,88.6
NH,Belknap,79.2
NH,Coos,84.9
NH,Grafton,117.1
NH,Carroll,41.3
NH,Coos,73.3
NJ,Middlesex,153.7
NJ,Somerset,46.9
NJ,Union,75.7
NJ,Camden,90.9
NJ,Union,170
NJ,Union,138.8
NJ,Camden,91.2
NJ,Salem,68.6
NJ,Monmouth,106
NJ,Bergen,394.1
NJ,Morris,18.1
NJ,Passaic,128.9
NJ,Mercer,47.3
NJ,Essex,173.6
NJ,Essex,86.4
NJ,Bergen,78.1
NJ,Essex,94.2
NJ,Middlesex,145.9
NJ,Morris,128.1
NJ,Sussex,104.8
NJ,Burlington,99.9
NJ,Burlington,120
NJ,Morris,76.9
NJ,Atlantic,131.8
NJ,Monmouth,73.7
NJ,Morris,86
NJ,Salem,63.5
NJ,Camden,157.9
NJ,Cumberland,114.2
NJ,Union,94.2
NJ,Essex,106.4
NJ,Camden,64
NJ,Monmouth,53.5
NJ,Morris,72.2
NJ,Burlington,7.7
NJ,Hudson,109.7
NJ,Passaic,57.4
NJ,Monmouth,85
NJ,Union,127.1
NJ,Monmouth,99.9
NJ,Mercer,70.8
NJ,Passaic,43.2
NJ,Union,87.4
NJ,Passaic,103.4
NJ,Union,91.9
NJ,Monmouth,91.2
NJ,Union,50.8
NJ,Mercer,78.6
NJ,Passaic,81.2
NJ,Mercer,91.3
NJ,Hudson,198.9
NJ,Mercer,70.3
NJ,Ocean,116.5
NJ,Monmouth,83.4
NJ,Morris,82.6
NJ,Union,112.3
NJ,Mercer,81.1
NJ,Ocean,157.7
NJ,Cumberland,129.2
NJ,Mercer,34.9
NJ,Burlington,97.7
NJ,Bergen,80.1
NJ,Somerset,89
NJ,Middlesex,95.5
NJ,Bergen,71.6
NJ,Somerset,103.5
NJ,Ocean,94
NJ,Monmouth,111.1
NJ,Sussex,113.5
NJ,Morris,81.2
NJ,Somerset,105.6
NJ,Somerset,115
NJ,Passaic,109.9
NJ,Morris,73.7
NJ,Burlington,14
NJ,Union,15.9
NJ,Essex,111.9
NJ,Burlington,81.8
NJ,Bergen,74.9
NJ,Monmouth,82.3
NJ,Morris,147.3
NJ,Bergen,55.4
NJ,Camden,250.8
NJ,Salem,34.9
NJ,Bergen,42.6
NJ,Burlington,99
NJ,Bergen,142.8
NJ,Gloucester,201.2
NJ,Burlington,94.2
NJ,Monmouth,109.7
NJ,Essex,145.4
NJ,Cape May,96.4
NJ,Middlesex,166.5
NJ,Somerset,117.1
NJ,Camden,100.1
NJ,Atlantic,112.4
NJ,Camden,152.7
NJ,Ocean,175.1
NJ,Hudson,92.2
NJ,Cape May,96.9
NJ,Essex,93
NJ,Union,66.2
NJ,Ocean,117.7
NJ,Union,60.1
NJ,Monmouth,73.8
NJ,Union,162.1
NJ,Burlington,75.9
NJ,Warren,105.8
NJ,Essex,103.6
NJ,Camden,96.5
NJ,Ocean,99.4
NJ,Camden,170
NJ,Atlantic,202.4
NJ,Atlantic,83.7
NJ,Ocean,122.5
NJ,Middlesex,166.1
NJ,Mercer,96.4
NJ,Essex,119.4
NJ,Union,72.7
NJ,Ocean,146.3
NJ,Camden,131.5
NJ,Passaic,79.6
NJ,Ocean,77.2
NJ,Mercer,108.3
NJ,Warren,75.7
NJ,Camden,162.1
NJ,Hunterdon,140.4
NJ,Cape May,95
NJ,Passaic,170.4
NJ,Gloucester,130.9
NJ,Cumberland,153.5
NJ,Passaic,95.1
NJ,Mercer,101.7
NJ,Essex,290.4
NJ,Salem,84.7
NJ,Union,43.6
NJ,Cumberland,97.7
NJ,Atlantic,124.3
NJ,Camden,85.3
NJ,Gloucester,97
NJ,Essex,110.7
NJ,Sussex,353.2
NJ,Morris,423
NJ,Middlesex,95.4
NJ,Monmouth,151.6
NJ,Somerset,97.4
NJ,Hudson,67.9
NJ,Ocean,34.3
NJ,Gloucester,157.6
NJ,Union,96.2
NJ,Burlington,161.2
NJ,Passaic,90.9
NJ,Ocean,51.4
NJ,Burlington,149.5
NJ,Ocean,68.8
NJ,Ocean,116.3
NJ,Essex,135.5
NJ,Camden,143.4
NJ,Essex,105
NJ,Middlesex,79.9
NJ,Salem,102.5
NJ,Union,73.8
NJ,Ocean,75
NJ,Ocean,76.9
NJ,Passaic,80.9
NJ,Middlesex,170.3
NJ,Camden,117.5
NJ,Monmouth,62.9
NJ,Union,127.8
NJ,Monmouth,82.8
NJ,Monmouth,132.1
NJ,Ocean,120.4
NJ,Camden,107.3
NJ,Bergen,154.3
NJ,Passaic,103.5
NJ,Monmouth,37.3
NJ,Ocean,98.6
NJ,Cape May,86
NJ,Bergen,131.7
NJ,Camden,56.8
NJ,Ocean,44.4
NJ,Monmouth,81.9
NJ,Hudson,126.6
NJ,Hunterdon,45.4
NJ,Morris,209.5
NJ,Warren,74.5
NJ,Middlesex,120.1
NJ,Bergen,183.3
NJ,Hudson,167.3
NJ,Ocean,98.2
NJ,Hudson,110.4
NJ,Warren,49
NJ,Ocean,152.9
NJ,Bergen,57.6
NJ,Monmouth,134.7
NJ,Warren,90.6
NJ,Atlantic,88.3
NJ,Middlesex,27.1
NJ,Ocean,110.7
NJ,Middlesex,89.6
NJ,Essex,82.4
NJ,Mercer,104.6
NJ,Ocean,99
NJ,Bergen,89.9
NJ,Morris,52.1
NJ,Burlington,76.4
NJ,Passaic,111.6
NJ,Ocean,97.2
NJ,Ocean,60.5
NJ,Passaic,119.5
NJ,Middlesex,80.1
NJ,Somerset,55.1
NJ,Mercer,128.6
NJ,Bergen,88.4
NJ,Atlantic,112.3
NJ,Union,83.2
NJ,Ocean,91.8
NJ,Essex,65.7
NJ,Hudson,120.9
NJ,Bergen,186.6
NJ,Ocean,50.7
NJ,Passaic,75.9
NJ,Bergen,38.4
NJ,Cape May,74.8
NJ,Middlesex,16.8
NJ,Essex,137.8
NJ,Middlesex,83.5
NJ,Monmouth,43.8
NJ,Morris,134.2
NJ,Somerset,43.2
NJ,Essex,137.8
NJ,Atlantic,105.1
NJ,Essex,130.9
NJ,Bergen,109
NJ,Passaic,280.5
NJ,Middlesex,66
NJ,Essex,45.4
NJ,Monmouth,126.5
NJ,Monmouth,106.6
NJ,Hudson,55.5
NJ,Somerset,157.8
NJ,Bergen,76.2
NJ,Mercer,100.8
NJ,Essex,121.8
NJ,Monmouth,25.1
NJ,Essex,65.3
NJ,Bergen,252.3
NJ,Bergen,79.9
NJ,Sussex,79.9
NJ,Middlesex,90.8
NJ,Morris,34.4
NJ,Middlesex,62.8
NJ,Bergen,88.8
NJ,Monmouth,115.6
NJ,Passaic,30.4
NJ,Essex,8.5
NJ,Union,51.2
NJ,Essex,32.8
NJ,Essex,43.5
NJ,Cape May,47.6
NJ,Cumberland,154.4
NJ,Monmouth,97
NJ,Bergen,25.2
NJ,Camden,34
NJ,Gloucester,48.2
NJ,Sussex,17
NJ,Hudson,88.2
NJ,Monmouth,49.7
NJ,Essex,39.7
NJ,Middlesex,77.3
NJ,Burlington,47.4
NJ,Somerset,54
NJ,Ocean,99.2
NJ,Warren,33.5
NJ,Mercer,143.8
NJ,Somerset,110.6
NJ,Bergen,87.8
NJ,Gloucester,56.6
NJ,Warren,31.2
NJ,Hudson,8.4
NJ,Hunterdon,69.3
NJ,Bergen,66.5
NJ,Essex,38.8
NJ,Bergen,54.4
NJ,Monmouth,89
NJ,Bergen,79.7
NJ,Sussex,46.4
NJ,Union,93.1
NJ,Ocean,18.9
NJ,Somerset,31.4
NJ,Burlington,37.3
NJ,Essex,89.5
NJ,Middlesex,91.7
NJ,Hudson,86.7
NJ,Ocean,95.7
NJ,Ocean,102.4
NJ,Mercer,103.4
NJ,Ocean,101.3
NJ,Essex,26.7
NJ,Essex,230.3
NJ,Middlesex,166.5
NJ,Bergen,60.6
NJ,Camden,84.8
NJ,Ocean,151.5
NJ,Monmouth,86.1
NJ,Burlington,102.9
NJ,Hudson,77.2
NJ,Hunterdon,29.8
NJ,Morris,76.4
NJ,Monmouth,49.8
NJ,Essex,18.9
NJ,Middlesex,79.7
NJ,Bergen,134.7
NJ,Hudson,206.4
NJ,Passaic,53.6
NJ,Ocean,12.3
